"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",3856,1.04,21849433,17.65
"10 a 19",8298,2.24,22185367,37.4
"20 a 29",52130,14.06,21479518,242.7
"30 a 39",82702,22.31,18897970,437.62
"40 a 49",82448,22.24,16198907,508.97
"50 a 59",67594,18.23,12720337,531.39
"60 a 69",42226,11.39,8199671,514.97
"70 a 79",21912,5.91,4225668,518.55
"80 y mas",9546,2.58,2035415,469
"Nacional",370712,100,127792286,290.09
