"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",4,0.28,120,3.33
"10 a 19",0,0,206,0
"20 a 29",20,1.39,1779,1.12
"30 a 39",82,5.72,3357,2.44
"40 a 49",272,18.97,3711,7.33
"50 a 59",348,24.27,3199,10.88
"60 a 69",357,24.9,1916,18.63
"70 a 79",239,16.67,905,26.41
"80 y mas",112,7.81,336,33.33
"Nacional",1434,100.01,15529,9.23
