"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",4886,1.04,21849433,22.36
"10 a 19",11217,2.39,22185367,50.56
"20 a 29",67836,14.45,21479518,315.82
"30 a 39",104731,22.31,18897970,554.19
"40 a 49",103014,21.95,16198907,635.93
"50 a 59",84731,18.05,12720337,666.11
"60 a 69",53036,11.3,8199671,646.81
"70 a 79",27729,5.91,4225668,656.2
"80 y mas",12227,2.6,2035415,600.71
"Nacional",469407,100,127792286,367.32
