"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",18,0.26,563,3.2
"10 a 19",9,0.13,1013,0.89
"20 a 29",93,1.33,7227,1.29
"30 a 39",401,5.74,13608,2.95
"40 a 49",1131,16.18,14649,7.72
"50 a 59",1790,25.61,12511,14.31
"60 a 69",1799,25.74,7589,23.71
"70 a 79",1174,16.8,3740,31.39
"80 y mas",574,8.21,1627,35.28
"Nacional",6989,100,62527,11.18
