"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",108,0.24,4279,2.52
"10 a 19",69,0.15,9369,0.74
"20 a 29",555,1.22,58103,0.96
"30 a 39",2113,4.66,91133,2.32
"40 a 49",5791,12.77,90363,6.41
"50 a 59",10629,23.43,74100,14.34
"60 a 69",12408,27.35,46403,26.74
"70 a 79",9096,20.05,24125,37.7
"80 y mas",4592,10.12,10574,43.43
"Nacional",45361,99.99,408449,11.11
