"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",39,0.24,1351,2.89
"10 a 19",26,0.16,2513,1.03
"20 a 29",201,1.26,16795,1.2
"30 a 39",857,5.38,29590,2.9
"40 a 49",2302,14.44,30689,7.5
"50 a 59",3958,24.82,25770,15.36
"60 a 69",4183,26.24,15818,26.44
"70 a 79",2927,18.36,7977,36.69
"80 y mas",1451,9.1,3471,41.8
"Nacional",15944,100,133974,11.9
