"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",4631,1.04,21849433,21.2
"10 a 19",10469,2.36,22185367,47.19
"20 a 29",63802,14.38,21479518,297.04
"30 a 39",99146,22.34,18897970,524.64
"40 a 49",97800,22.04,16198907,603.74
"50 a 59",80261,18.08,12720337,630.97
"60 a 69",50126,11.29,8199671,611.32
"70 a 79",26108,5.88,4225668,617.84
"80 y mas",11470,2.58,2035415,563.52
"Nacional",443813,99.99,127792286,347.29
