"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",2069,1.02,21849433,9.47
"10 a 19",4150,2.04,22185367,18.71
"20 a 29",26430,13.02,21479518,123.05
"30 a 39",44987,22.17,18897970,238.05
"40 a 49",45950,22.64,16198907,283.66
"50 a 59",38268,18.86,12720337,300.84
"60 a 69",23599,11.63,8199671,287.8
"70 a 79",12177,6,4225668,288.17
"80 y mas",5321,2.62,2035415,261.42
"Nacional",202951,100,127792286,158.81
