"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",2280,1.03,21849433,10.44
"10 a 19",4555,2.06,22185367,20.53
"20 a 29",29129,13.2,21479518,135.61
"30 a 39",49023,22.22,18897970,259.41
"40 a 49",49772,22.56,16198907,307.26
"50 a 59",41368,18.75,12720337,325.21
"60 a 69",25530,11.57,8199671,311.35
"70 a 79",13195,5.98,4225668,312.26
"80 y mas",5805,2.63,2035415,285.2
"Nacional",220657,100,127792286,172.67
