"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",291,0.83,21849433,1.33
"10 a 19",492,1.4,22185367,2.22
"20 a 29",3856,11.01,21479518,17.95
"30 a 39",7567,21.61,18897970,40.04
"40 a 49",8313,23.74,16198907,51.32
"50 a 59",7157,20.44,12720337,56.26
"60 a 69",4399,12.56,8199671,53.65
"70 a 79",2074,5.92,4225668,49.08
"80 y mas",873,2.49,2035415,42.89
"Nacional",35022,100,127792286,27.41
