"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",46,0.27,1483,3.1
"10 a 19",27,0.16,2797,0.97
"20 a 29",214,1.25,18650,1.15
"30 a 39",916,5.34,32470,2.82
"40 a 49",2438,14.22,33577,7.26
"50 a 59",4249,24.79,28111,15.12
"60 a 69",4488,26.18,17170,26.14
"70 a 79",3193,18.63,8770,36.41
"80 y mas",1570,9.16,3809,41.22
"Nacional",17141,100,146837,11.67
