"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",537,0.9,21849433,2.46
"10 a 19",934,1.57,22185367,4.21
"20 a 29",6848,11.5,21479518,31.88
"30 a 39",12891,21.64,18897970,68.21
"40 a 49",13970,23.45,16198907,86.24
"50 a 59",11977,20.11,12720337,94.16
"60 a 69",7264,12.19,8199671,88.59
"70 a 79",3595,6.04,4225668,85.08
"80 y mas",1551,2.6,2035415,76.2
"Nacional",59567,100,127792286,46.61
