"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",93,0.72,21849433,0.43
"10 a 19",183,1.42,22185367,0.82
"20 a 29",1511,11.74,21479518,7.03
"30 a 39",2778,21.58,18897970,14.7
"40 a 49",3057,23.75,16198907,18.87
"50 a 59",2621,20.36,12720337,20.6
"60 a 69",1580,12.27,8199671,19.27
"70 a 79",767,5.96,4225668,18.15
"80 y mas",282,2.19,2035415,13.85
"Nacional",12872,99.99,127792286,10.07
