"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",108,0.74,21849433,0.49
"10 a 19",203,1.38,22185367,0.92
"20 a 29",1685,11.48,21479518,7.84
"30 a 39",3165,21.56,18897970,16.75
"40 a 49",3509,23.91,16198907,21.66
"50 a 59",3014,20.54,12720337,23.69
"60 a 69",1813,12.35,8199671,22.11
"70 a 79",858,5.85,4225668,20.3
"80 y mas",322,2.19,2035415,15.82
"Nacional",14677,100,127792286,11.49
