"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",142,0.8,21849433,0.65
"10 a 19",247,1.39,22185367,1.11
"20 a 29",2036,11.44,21479518,9.48
"30 a 39",3823,21.48,18897970,20.23
"40 a 49",4239,23.82,16198907,26.17
"50 a 59",3643,20.47,12720337,28.64
"60 a 69",2237,12.57,8199671,27.28
"70 a 79",1036,5.82,4225668,24.52
"80 y mas",396,2.22,2035415,19.46
"Nacional",17799,100.01,127792286,13.93
