"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",173,0.83,21849433,0.79
"10 a 19",288,1.39,22185367,1.3
"20 a 29",2335,11.26,21479518,10.87
"30 a 39",4500,21.7,18897970,23.81
"40 a 49",4952,23.88,16198907,30.57
"50 a 59",4231,20.4,12720337,33.26
"60 a 69",2574,12.41,8199671,31.39
"70 a 79",1229,5.93,4225668,29.08
"80 y mas",457,2.2,2035415,22.45
"Nacional",20739,100,127792286,16.23
