"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",22,0.29,642,3.43
"10 a 19",9,0.12,1189,0.76
"20 a 29",98,1.28,8351,1.17
"30 a 39",432,5.66,15529,2.78
"40 a 49",1218,15.96,16548,7.36
"50 a 59",1958,25.65,14147,13.84
"60 a 69",1965,25.74,8616,22.81
"70 a 79",1293,16.94,4218,30.65
"80 y mas",638,8.36,1865,34.21
"Nacional",7633,100,71105,10.73
