"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",18,0.25,590,3.05
"10 a 19",9,0.13,1080,0.83
"20 a 29",96,1.34,7689,1.25
"30 a 39",410,5.71,14348,2.86
"40 a 49",1158,16.13,15359,7.54
"50 a 59",1838,25.6,13172,13.95
"60 a 69",1853,25.81,7978,23.23
"70 a 79",1207,16.81,3920,30.79
"80 y mas",590,8.22,1720,34.3
"Nacional",7179,100,65856,10.9
