"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",122,0.25,4744,2.57
"10 a 19",83,0.17,10806,0.77
"20 a 29",610,1.23,65707,0.93
"30 a 39",2302,4.63,101820,2.26
"40 a 49",6288,12.65,100313,6.27
"50 a 59",11520,23.18,82429,13.98
"60 a 69",13582,27.33,51578,26.33
"70 a 79",10080,20.28,26868,37.52
"80 y mas",5111,10.28,11835,43.19
"Nacional",49698,100,456100,10.9
