"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",60,0.23,2133,2.81
"10 a 19",43,0.17,4260,1.01
"20 a 29",314,1.22,27213,1.15
"30 a 39",1314,5.1,46281,2.84
"40 a 49",3587,13.91,47140,7.61
"50 a 59",6308,24.47,39199,16.09
"60 a 69",6799,26.37,24172,28.13
"70 a 79",4924,19.1,12511,39.36
"80 y mas",2430,9.43,5483,44.32
"Nacional",25779,100,208392,12.37
