"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",8,0.3,231,3.46
"10 a 19",1,0.04,383,0.26
"20 a 29",37,1.37,3028,1.22
"30 a 39",159,5.88,6006,2.65
"40 a 49",491,18.16,6578,7.46
"50 a 59",680,25.15,5635,12.07
"60 a 69",697,25.78,3483,20.01
"70 a 79",432,15.98,1645,26.26
"80 y mas",199,7.36,645,30.85
"Nacional",2704,100.02,27634,9.79
