"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",43,0.25,1440,2.99
"10 a 19",26,0.15,2708,0.96
"20 a 29",211,1.25,18064,1.17
"30 a 39",902,5.35,31535,2.86
"40 a 49",2411,14.29,32690,7.38
"50 a 59",4182,24.79,27333,15.3
"60 a 69",4417,26.18,16710,26.43
"70 a 79",3137,18.59,8513,36.85
"80 y mas",1543,9.15,3697,41.74
"Nacional",16872,100,142690,11.82
