"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",60,0.23,2232,2.69
"10 a 19",43,0.16,4468,0.96
"20 a 29",320,1.2,28504,1.12
"30 a 39",1361,5.11,48148,2.83
"40 a 49",3675,13.79,48935,7.51
"50 a 59",6496,24.38,40722,15.95
"60 a 69",7076,26.55,25145,28.14
"70 a 79",5102,19.15,12985,39.29
"80 y mas",2515,9.44,5713,44.02
"Nacional",26648,100.01,216852,12.29
