"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",49,0.25,1668,2.94
"10 a 19",29,0.15,3263,0.89
"20 a 29",241,1.22,21267,1.13
"30 a 39",1043,5.28,36723,2.84
"40 a 49",2797,14.16,37691,7.42
"50 a 59",4845,24.54,31419,15.42
"60 a 69",5181,26.24,19250,26.91
"70 a 79",3743,18.95,9881,37.88
"80 y mas",1819,9.21,4293,42.37
"Nacional",19747,100,165455,11.93
