"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",35,0.26,1088,3.22
"10 a 19",20,0.15,2052,0.97
"20 a 29",170,1.26,14047,1.21
"30 a 39",744,5.51,25085,2.97
"40 a 49",1984,14.68,26112,7.6
"50 a 59",3391,25.1,22044,15.38
"60 a 69",3552,26.29,13492,26.33
"70 a 79",2401,17.77,6773,35.45
"80 y mas",1214,8.99,2926,41.49
"Nacional",13511,100.01,113619,11.89
