"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",1406,1.01,21849433,6.43
"10 a 19",2626,1.89,22185367,11.84
"20 a 29",17524,12.59,21479518,81.58
"30 a 39",30793,22.12,18897970,162.94
"40 a 49",31891,22.91,16198907,196.87
"50 a 59",26713,19.19,12720337,210
"60 a 69",16349,11.75,8199671,199.39
"70 a 79",8296,5.96,4225668,196.32
"80 y mas",3598,2.58,2035415,176.77
"Nacional",139196,100,127792286,108.92
