"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",125,0.24,5061,2.47
"10 a 19",88,0.17,11669,0.75
"20 a 29",639,1.21,70459,0.91
"30 a 39",2441,4.61,108627,2.25
"40 a 49",6647,12.54,106443,6.24
"50 a 59",12202,23.02,87483,13.95
"60 a 69",14489,27.34,54815,26.43
"70 a 79",10870,20.51,28652,37.94
"80 y mas",5502,10.38,12627,43.57
"Nacional",53003,100.02,485836,10.91
