"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",2494,1.05,21849433,11.41
"10 a 19",4985,2.09,22185367,22.47
"20 a 29",31770,13.32,21479518,147.91
"30 a 39",53017,22.23,18897970,280.54
"40 a 49",53699,22.51,16198907,331.5
"50 a 59",44559,18.68,12720337,350.3
"60 a 69",27545,11.55,8199671,335.93
"70 a 79",14173,5.94,4225668,335.4
"80 y mas",6269,2.63,2035415,308
"Nacional",238511,100,127792286,186.64
