"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",5061,1.04,21849433,23.16
"10 a 19",11669,2.4,22185367,52.6
"20 a 29",70459,14.5,21479518,328.03
"30 a 39",108627,22.36,18897970,574.81
"40 a 49",106443,21.91,16198907,657.1
"50 a 59",87483,18.01,12720337,687.74
"60 a 69",54815,11.28,8199671,668.5
"70 a 79",28652,5.9,4225668,678.05
"80 y mas",12627,2.6,2035415,620.36
"Nacional",485836,100,127792286,380.18
