"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",38,0.25,1286,2.95
"10 a 19",24,0.16,2408,1
"20 a 29",193,1.26,16126,1.2
"30 a 39",823,5.36,28521,2.89
"40 a 49",2235,14.55,29640,7.54
"50 a 59",3835,24.97,24883,15.41
"60 a 69",4022,26.19,15264,26.35
"70 a 79",2793,18.19,7707,36.24
"80 y mas",1394,9.08,3349,41.62
"Nacional",15357,100.01,129184,11.89
