"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",155,0.81,21849433,0.71
"10 a 19",270,1.4,22185367,1.22
"20 a 29",2185,11.37,21479518,10.17
"30 a 39",4163,21.66,18897970,22.03
"40 a 49",4571,23.78,16198907,28.22
"50 a 59",3922,20.4,12720337,30.83
"60 a 69",2404,12.51,8199671,29.32
"70 a 79",1124,5.85,4225668,26.6
"80 y mas",430,2.24,2035415,21.13
"Nacional",19224,100.02,127792286,15.04
