"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",6,0.3,173,3.47
"10 a 19",1,0.05,288,0.35
"20 a 29",29,1.47,2335,1.24
"30 a 39",118,5.98,4500,2.62
"40 a 49",363,18.41,4952,7.33
"50 a 59",490,24.85,4231,11.58
"60 a 69",499,25.3,2574,19.39
"70 a 79",318,16.13,1229,25.87
"80 y mas",148,7.51,457,32.39
"Nacional",1972,100,20739,9.51
