"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",6,0.24,218,2.75
"10 a 19",1,0.04,361,0.28
"20 a 29",35,1.4,2869,1.22
"30 a 39",152,6.06,5657,2.69
"40 a 49",464,18.51,6185,7.5
"50 a 59",629,25.09,5340,11.78
"60 a 69",649,25.89,3264,19.88
"70 a 79",394,15.72,1536,25.65
"80 y mas",177,7.06,595,29.75
"Nacional",2507,100.01,26025,9.63
