"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",505,0.89,21849433,2.31
"10 a 19",871,1.54,22185367,3.93
"20 a 29",6440,11.38,21479518,29.98
"30 a 39",12261,21.66,18897970,64.88
"40 a 49",13288,23.48,16198907,82.03
"50 a 59",11428,20.19,12720337,89.84
"60 a 69",6922,12.23,8199671,84.42
"70 a 79",3408,6.02,4225668,80.65
"80 y mas",1471,2.6,2035415,72.27
"Nacional",56594,99.99,127792286,44.29
