"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",27,0.25,909,2.97
"10 a 19",13,0.12,1721,0.76
"20 a 29",131,1.23,11734,1.12
"30 a 39",590,5.55,21459,2.75
"40 a 49",1610,15.14,22449,7.17
"50 a 59",2712,25.5,19095,14.2
"60 a 69",2788,26.21,11646,23.94
"70 a 79",1821,17.12,5787,31.47
"80 y mas",945,8.88,2526,37.41
"Nacional",10637,100,97326,10.93
