"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",237,0.8,21849433,1.08
"10 a 19",410,1.38,22185367,1.85
"20 a 29",3254,10.99,21479518,15.15
"30 a 39",6423,21.69,18897970,33.99
"40 a 49",7022,23.71,16198907,43.35
"50 a 59",6040,20.39,12720337,47.48
"60 a 69",3745,12.65,8199671,45.67
"70 a 79",1764,5.96,4225668,41.74
"80 y mas",721,2.43,2035415,35.42
"Nacional",29616,100,127792286,23.18
