"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",1885,1.02,21849433,8.63
"10 a 19",3739,2.02,22185367,16.85
"20 a 29",23963,12.94,21479518,111.56
"30 a 39",40922,22.11,18897970,216.54
"40 a 49",41987,22.68,16198907,259.2
"50 a 59",35083,18.95,12720337,275.8
"60 a 69",21560,11.65,8199671,262.94
"70 a 79",11131,6.01,4225668,263.41
"80 y mas",4852,2.62,2035415,238.38
"Nacional",185122,100,127792286,144.86
