"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",73,0.24,2634,2.77
"10 a 19",47,0.15,5321,0.88
"20 a 29",370,1.22,33800,1.09
"30 a 39",1510,4.97,56113,2.69
"40 a 49",4109,13.53,56737,7.24
"50 a 59",7304,24.05,46994,15.54
"60 a 69",8150,26.84,29040,28.06
"70 a 79",5856,19.28,14916,39.26
"80 y mas",2947,9.7,6610,44.58
"Nacional",30366,99.98,252165,12.04
