"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",60,0.73,21849433,0.27
"10 a 19",129,1.56,22185367,0.58
"20 a 29",1031,12.48,21479518,4.8
"30 a 39",1747,21.15,18897970,9.24
"40 a 49",1932,23.39,16198907,11.93
"50 a 59",1691,20.47,12720337,13.29
"60 a 69",995,12.04,8199671,12.13
"70 a 79",502,6.08,4225668,11.88
"80 y mas",174,2.11,2035415,8.55
"Nacional",8261,100.01,127792286,6.46
