"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",563,0.9,21849433,2.58
"10 a 19",1013,1.62,22185367,4.57
"20 a 29",7227,11.56,21479518,33.65
"30 a 39",13608,21.76,18897970,72.01
"40 a 49",14649,23.43,16198907,90.43
"50 a 59",12511,20.01,12720337,98.35
"60 a 69",7589,12.14,8199671,92.55
"70 a 79",3740,5.98,4225668,88.51
"80 y mas",1627,2.6,2035415,79.93
"Nacional",62527,100,127792286,48.93
