"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",4,0.33,93,4.3
"10 a 19",0,0,183,0
"20 a 29",17,1.39,1511,1.13
"30 a 39",67,5.49,2778,2.41
"40 a 49",226,18.51,3057,7.39
"50 a 59",309,25.31,2621,11.79
"60 a 69",295,24.16,1580,18.67
"70 a 79",211,17.28,767,27.51
"80 y mas",92,7.53,282,32.62
"Nacional",1221,100,12872,9.49
