"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",64,0.23,2357,2.72
"10 a 19",43,0.15,4683,0.92
"20 a 29",338,1.22,29966,1.13
"30 a 39",1409,5.07,50291,2.8
"40 a 49",3794,13.66,50942,7.45
"50 a 59",6757,24.33,42357,15.95
"60 a 69",7380,26.58,26090,28.29
"70 a 79",5335,19.21,13483,39.57
"80 y mas",2649,9.54,5920,44.75
"Nacional",27769,99.99,226089,12.28
