"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",4,0.31,100,4
"10 a 19",0,0,188,0
"20 a 29",19,1.46,1605,1.18
"30 a 39",75,5.75,2983,2.51
"40 a 49",236,18.08,3304,7.14
"50 a 59",320,24.52,2824,11.33
"60 a 69",324,24.83,1717,18.87
"70 a 79",227,17.39,816,27.82
"80 y mas",100,7.66,305,32.79
"Nacional",1305,100,13842,9.43
