"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",2133,1.02,21849433,9.76
"10 a 19",4260,2.04,22185367,19.2
"20 a 29",27213,13.06,21479518,126.69
"30 a 39",46281,22.21,18897970,244.9
"40 a 49",47140,22.62,16198907,291.01
"50 a 59",39199,18.81,12720337,308.16
"60 a 69",24172,11.6,8199671,294.79
"70 a 79",12511,6,4225668,296.07
"80 y mas",5483,2.63,2035415,269.38
"Nacional",208392,99.99,127792286,163.07
