"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",231,0.84,21849433,1.06
"10 a 19",383,1.39,22185367,1.73
"20 a 29",3028,10.96,21479518,14.1
"30 a 39",6006,21.73,18897970,31.78
"40 a 49",6578,23.8,16198907,40.61
"50 a 59",5635,20.39,12720337,44.3
"60 a 69",3483,12.6,8199671,42.48
"70 a 79",1645,5.95,4225668,38.93
"80 y mas",645,2.33,2035415,31.69
"Nacional",27634,99.99,127792286,21.62
