"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",81,0.7,21849433,0.37
"10 a 19",161,1.38,22185367,0.73
"20 a 29",1392,11.97,21479518,6.48
"30 a 39",2494,21.44,18897970,13.2
"40 a 49",2752,23.66,16198907,16.99
"50 a 59",2371,20.38,12720337,18.64
"60 a 69",1435,12.34,8199671,17.5
"70 a 79",696,5.98,4225668,16.47
"80 y mas",251,2.16,2035415,12.33
"Nacional",11633,100.01,127792286,9.1
