"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",2,0.29,60,3.33
"10 a 19",0,0,129,0
"20 a 29",12,1.75,1031,1.16
"30 a 39",40,5.83,1747,2.29
"40 a 49",134,19.53,1932,6.94
"50 a 59",176,25.66,1691,10.41
"60 a 69",157,22.89,995,15.78
"70 a 79",117,17.06,502,23.31
"80 y mas",48,7,174,27.59
"Nacional",686,100.01,8261,8.3
