"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",4,0.23,142,2.82
"10 a 19",0,0,247,0
"20 a 29",25,1.44,2036,1.23
"30 a 39",104,6,3823,2.72
"40 a 49",323,18.65,4239,7.62
"50 a 59",428,24.71,3643,11.75
"60 a 69",438,25.29,2237,19.58
"70 a 79",276,15.94,1036,26.64
"80 y mas",134,7.74,396,33.84
"Nacional",1732,100,17799,9.73
