"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",4,0.22,155,2.58
"10 a 19",0,0,270,0
"20 a 29",29,1.56,2185,1.33
"30 a 39",111,5.97,4163,2.67
"40 a 49",340,18.29,4571,7.44
"50 a 59",467,25.12,3922,11.91
"60 a 69",472,25.39,2404,19.63
"70 a 79",296,15.92,1124,26.33
"80 y mas",140,7.53,430,32.56
"Nacional",1859,100,19224,9.67
