"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",120,0.77,21849433,0.55
"10 a 19",206,1.33,22185367,0.93
"20 a 29",1779,11.46,21479518,8.28
"30 a 39",3357,21.62,18897970,17.76
"40 a 49",3711,23.9,16198907,22.91
"50 a 59",3199,20.6,12720337,25.15
"60 a 69",1916,12.34,8199671,23.37
"70 a 79",905,5.83,4225668,21.42
"80 y mas",336,2.16,2035415,16.51
"Nacional",15529,100.01,127792286,12.15
