"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",67,0.71,21849433,0.31
"10 a 19",140,1.47,22185367,0.63
"20 a 29",1166,12.27,21479518,5.43
"30 a 39",2023,21.29,18897970,10.7
"40 a 49",2239,23.57,16198907,13.82
"50 a 59",1937,20.39,12720337,15.23
"60 a 69",1154,12.15,8199671,14.07
"70 a 79",580,6.1,4225668,13.73
"80 y mas",195,2.05,2035415,9.58
"Nacional",9501,100,127792286,7.43
