"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",666,0.89,21849433,3.05
"10 a 19",1245,1.67,22185367,5.61
"20 a 29",8745,11.73,21479518,40.71
"30 a 39",16265,21.81,18897970,86.07
"40 a 49",17329,23.24,16198907,106.98
"50 a 59",14875,19.95,12720337,116.94
"60 a 69",9052,12.14,8199671,110.39
"70 a 79",4423,5.93,4225668,104.67
"80 y mas",1960,2.63,2035415,96.29
"Nacional",74560,99.99,127792286,58.34
