"Grupo","FrecuenciaAcum","Porcentaje","Referencia","Tasa"
"0 a 9",1715,1.01,21849433,7.85
"10 a 19",3400,1.99,22185367,15.33
"20 a 29",22020,12.92,21479518,102.52
"30 a 39",37865,22.21,18897970,200.37
"40 a 49",38746,22.73,16198907,239.19
"50 a 59",32350,18.98,12720337,254.32
"60 a 69",19815,11.62,8199671,241.66
"70 a 79",10169,5.96,4225668,240.65
"80 y mas",4405,2.58,2035415,216.42
"Nacional",170485,100,127792286,133.41
